0,2,1
,remove lock 536901464037250 from owners,
,retire lock 536901464037250,
,,wait EX lock 536900649535407
,wait SH lock 536900749127610,
,,acquire lock 536900649535407
,acquire lock 536900749127610,
,,remove lock 536900649535407 from owners
,,retire lock 536900649535407
,remove lock 536900749127610 from owners,
,,wait SH lock 536900799636870
,retire lock 536900749127610,
,,acquire lock 536900799636870
,wait EX lock 536900696451475,
,,remove lock 536900799636870 from owners
,acquire lock 536900696451475,
,,retire lock 536900799636870
,remove lock 536900696451475 from owners,
,retire lock 536900696451475,
,,pre-commit: txn 130's barriers = 0
,,txn 130 set commited
,,release lock 536900799636870 from retired
,wait SH lock 536900967693896,
,acquire lock 536900967693896,
,remove lock 536900967693896 from owners,
,retire lock 536900967693896,
,wait EX lock 536900670876161,
,,release lock 536900649535407 from retired
,acquire lock 536900670876161,
,remove lock 536900670876161 from owners,
,retire lock 536900670876161,
,wait SH lock 536900875932564,
,,release lock 536900839489944 from retired
,,release lock 536900660128686 from retired
,,release lock 536900952623364 from retired
,,release lock 536900692257594 from retired
,,release lock 536901021383008 from retired
,,release lock 536900711654936 from retired
,,release lock 536900751917496 from retired
,,release lock 536900636671262 from retired
,,release lock 536900749128487 from retired
,,release lock 536901496084099 from retired
,,release lock 536900749115690 from retired
,"txn 23 decrement barrier, now should be 0",
,,start txn 133
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 133 increment barrier, now should be 1"
,acquire lock 536900875932564,
,,wait EX lock 536901272011083
,,acquire lock 536901272011083
,,remove lock 536901272011083 from owners
,,retire lock 536901272011083
,remove lock 536900875932564 from owners,
,,wait SH lock 536900749122391
,,acquire lock 536900749122391
,,remove lock 536900749122391 from owners
,retire lock 536900875932564,
,,retire lock 536900749122391
,wait EX lock 536900640654420,
,acquire lock 536900640654420,
,remove lock 536900640654420 from owners,
,retire lock 536900640654420,
,,wait EX lock 536900702587249
,wait SH lock 536900765834073,
,,acquire lock 536900702587249
,acquire lock 536900765834073,
,,remove lock 536900702587249 from owners
,,retire lock 536900702587249
,remove lock 536900765834073 from owners,
,retire lock 536900765834073,
,,wait SH lock 536900990310378
,,acquire lock 536900990310378
,wait EX lock 536900734501512,
,,remove lock 536900990310378 from owners
,,retire lock 536900990310378
,acquire lock 536900734501512,
,,wait EX lock 536900667191731
,remove lock 536900734501512 from owners,
,,acquire lock 536900667191731
,retire lock 536900734501512,
,,remove lock 536900667191731 from owners
,,retire lock 536900667191731
,,wait SH lock 536900862186809
,,acquire lock 536900862186809
,,remove lock 536900862186809 from owners
,,retire lock 536900862186809
,,wait EX lock 536900726061750
,,acquire lock 536900726061750
,,remove lock 536900726061750 from owners
,,retire lock 536900726061750
,,wait SH lock 536901075076072
,,acquire lock 536901075076072
,,remove lock 536901075076072 from owners
,,retire lock 536901075076072
,,wait EX lock 536900697040542
,,acquire lock 536900697040542
,,remove lock 536900697040542 from owners
,,retire lock 536900697040542
,,wait SH lock 536900969816345
,,acquire lock 536900969816345
,,remove lock 536900969816345 from owners
,,retire lock 536900969816345
,,wait EX lock 536900655046862
,,acquire lock 536900655046862
,,remove lock 536900655046862 from owners
,,retire lock 536900655046862
,,wait SH lock 536900820562021
,,acquire lock 536900820562021
,,remove lock 536900820562021 from owners
,,retire lock 536900820562021
,,wait EX lock 536900635992214
,,acquire lock 536900635992214
,,remove lock 536900635992214 from owners
,,retire lock 536900635992214
,,wait SH lock 536900749612195
,,acquire lock 536900749612195
,,remove lock 536900749612195 from owners
,,retire lock 536900749612195
,,wait EX lock 536900688621998
,,acquire lock 536900688621998
,,remove lock 536900688621998 from owners
,,retire lock 536900688621998
,,wait SH lock 536900939030180
,,acquire lock 536900939030180
,,remove lock 536900939030180 from owners
,,retire lock 536900939030180
,,wait EX lock 536900736578550
,,acquire lock 536900736578550
,,remove lock 536900736578550 from owners
,,retire lock 536900736578550
,wait SH lock 536901102091919,
,acquire lock 536901102091919,
,remove lock 536901102091919 from owners,
,,wait SH lock 536901109853376
,retire lock 536901102091919,
,,acquire lock 536901109853376
,,remove lock 536901109853376 from owners
,,retire lock 536901109853376
,wait EX lock 536900679530419,
,acquire lock 536900679530419,
,,wait EX lock 536900660953064
,remove lock 536900679530419 from owners,
,,acquire lock 536900660953064
,retire lock 536900679530419,
,wait SH lock 536900907815423,
,acquire lock 536900907815423,
,,remove lock 536900660953064 from owners
,remove lock 536900907815423 from owners,
,,retire lock 536900660953064
,retire lock 536900907815423,
,wait EX lock 536900744652452,
,,wait SH lock 536900842644619
,,acquire lock 536900842644619
,,remove lock 536900842644619 from owners
,,retire lock 536900842644619
,,wait EX lock 536900671051049
,,acquire lock 536900671051049
,,remove lock 536900671051049 from owners
,,retire lock 536900671051049
,,wait SH lock 536900876579834
,,acquire lock 536900876579834
,,remove lock 536900876579834 from owners
,,retire lock 536900876579834
,,wait EX lock 536900651030693
,,acquire lock 536900651030693
,,remove lock 536900651030693 from owners
,,retire lock 536900651030693
,,wait SH lock 536900805297402
,,acquire lock 536900805297402
,,remove lock 536900805297402 from owners
,,retire lock 536900805297402
,,wait EX lock 536900670287273
,,acquire lock 536900670287273
,,remove lock 536900670287273 from owners
,,retire lock 536900670287273
,acquire lock 536900744652452,
,,wait SH lock 536900873771769
,remove lock 536900744652452 from owners,
,retire lock 536900744652452,
,,acquire lock 536900873771769
,,remove lock 536900873771769 from owners
,,retire lock 536900873771769
,wait SH lock 536901139711894,
,,wait EX lock 536900690090672
,,acquire lock 536900690090672
,acquire lock 536901139711894,
,,remove lock 536900690090672 from owners
,,retire lock 536900690090672
,remove lock 536901139711894 from owners,
,retire lock 536901139711894,
,,wait SH lock 536900944531830
,wait EX lock 536900651748990,
,,acquire lock 536900944531830
,acquire lock 536900651748990,
,,remove lock 536900944531830 from owners
,,retire lock 536900944531830
,remove lock 536900651748990 from owners,
,retire lock 536900651748990,
,,wait EX lock 536900680079684
,,acquire lock 536900680079684
,,remove lock 536900680079684 from owners
,wait SH lock 536900807991127,
,,retire lock 536900680079684
,acquire lock 536900807991127,
,,wait SH lock 536900909872380
,remove lock 536900807991127 from owners,
,,acquire lock 536900909872380
,,remove lock 536900909872380 from owners
,,retire lock 536900909872380
,,pre-commit: txn 133's barriers = 1
,retire lock 536900807991127,
,wait EX lock 536900708239385,
,acquire lock 536900708239385,
,remove lock 536900708239385 from owners,
,retire lock 536900708239385,
,wait SH lock 536901009958573,
,acquire lock 536901009958573,
,remove lock 536901009958573 from owners,
,retire lock 536901009958573,
,pre-commit: txn 23's barriers = 0,
,txn 23 set commited,
,release lock 536901009958573 from retired,
,release lock 536900708239385 from retired,
,release lock 536900807991127 from retired,
,release lock 536900651748990 from retired,
,release lock 536901139711894 from retired,
,release lock 536900744652452 from retired,
,release lock 536900907815423 from retired,
,release lock 536900679530419 from retired,
,release lock 536901102091919 from retired,
,release lock 536900734501512 from retired,
,release lock 536900765834073 from retired,
,release lock 536900640654420 from retired,
,release lock 536900875932564 from retired,
,release lock 536900670876161 from retired,
,release lock 536900967693896 from retired,
,release lock 536900696451475 from retired,
,release lock 536900749127610 from retired,
,release lock 536901464037250 from retired,
,release lock 536900749115690 from retired,
,,"txn 133 decrement barrier, now should be 0"
,,txn 133 set commited
,start txn 26,
,,release lock 536900909872380 from retired
,wait EX lock 536900749115690,
,acquire lock 536900749115690,
,remove lock 536900749115690 from owners,
,,release lock 536900680079684 from retired
,retire lock 536900749115690,
,,release lock 536900944531830 from retired
,"txn 26 increment barrier, now should be 1",
,,release lock 536900690090672 from retired
,wait EX lock 536901419889710,
,acquire lock 536901419889710,
,,release lock 536900873771769 from retired
,remove lock 536901419889710 from owners,
,retire lock 536901419889710,
,wait SH lock 536900749126631,
,acquire lock 536900749126631,
,remove lock 536900749126631 from owners,
,retire lock 536900749126631,
,wait EX lock 536900689608597,
,acquire lock 536900689608597,
,,release lock 536900670287273 from retired
,remove lock 536900689608597 from owners,
,retire lock 536900689608597,
,,release lock 536900805297402 from retired
,wait SH lock 536900942697275,
,,release lock 536900651030693 from retired
,acquire lock 536900942697275,
,,release lock 536900876579834 from retired
,remove lock 536900942697275 from owners,
,,release lock 536900671051049 from retired
,retire lock 536900942697275,
,wait EX lock 536900680365661,
,acquire lock 536900680365661,
,remove lock 536900680365661 from owners,
,retire lock 536900680365661,
,wait SH lock 536900910922891,
,acquire lock 536900910922891,
,,release lock 536900842644619 from retired
,remove lock 536900910922891 from owners,
,retire lock 536900910922891,
start txn 102,,
,,release lock 536900660953064 from retired
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
,,release lock 536901109853376 from retired
,,release lock 536900736578550 from retired
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
"txn 102 increment barrier, now should be 1",,
wait SH lock 536900749123440,,
acquire lock 536900749123440,,
remove lock 536900749123440 from owners,,
retire lock 536900749123440,,
,wait EX lock 536900678291222,
,,release lock 536900939030180 from retired
,acquire lock 536900678291222,
,,release lock 536900688621998 from retired
wait SH lock 536901316164922,,
acquire lock 536901316164922,,
,remove lock 536900678291222 from owners,
,,release lock 536900749612195 from retired
,retire lock 536900678291222,
,wait SH lock 536900903407586,
,acquire lock 536900903407586,
,,release lock 536900635992214 from retired
,remove lock 536900903407586 from owners,
remove lock 536901316164922 from owners,,
retire lock 536901316164922,,
pre-commit: txn 102's barriers = 1,,
,retire lock 536900903407586,
,wait EX lock 536900671695390,
,acquire lock 536900671695390,
,remove lock 536900671695390 from owners,
,retire lock 536900671695390,
,wait SH lock 536900878942970,
,acquire lock 536900878942970,
,remove lock 536900878942970 from owners,
,retire lock 536900878942970,
,wait EX lock 536900736690611,
,acquire lock 536900736690611,
,remove lock 536900736690611 from owners,
,retire lock 536900736690611,
,wait SH lock 536901110246439,
,acquire lock 536901110246439,
,remove lock 536901110246439 from owners,
,retire lock 536901110246439,
,wait EX lock 536900708657184,
,,release lock 536900820562021 from retired
,acquire lock 536900708657184,
,remove lock 536900708657184 from owners,
,,release lock 536900655046862 from retired
,retire lock 536900708657184,
,,release lock 536900969816345 from retired
,wait SH lock 536901011122219,
,,release lock 536900697040542 from retired
,acquire lock 536901011122219,
,remove lock 536901011122219 from owners,
,retire lock 536901011122219,
,,release lock 536901075076072 from retired
,,release lock 536900726061750 from retired
,wait EX lock 536900654859423,
,acquire lock 536900654859423,
,remove lock 536900654859423 from owners,
,retire lock 536900654859423,
,,release lock 536900862186809 from retired
,wait SH lock 536900819861378,
,,release lock 536900667191731 from retired
,acquire lock 536900819861378,
,remove lock 536900819861378 from owners,
,retire lock 536900819861378,
,,release lock 536900990310378 from retired
,wait EX lock 536900708247808,
,acquire lock 536900708247808,
,,release lock 536900702587249 from retired
,remove lock 536900708247808 from owners,
,retire lock 536900708247808,
,,release lock 536900749122391 from retired
,wait SH lock 536901009999952,
,acquire lock 536901009999952,
,,release lock 536901272011083 from retired
,remove lock 536901009999952 from owners,
,,release lock 536900749115690 from retired
,"txn 26 decrement barrier, now should be 0",
,,start txn 136
,retire lock 536901009999952,
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 136 increment barrier, now should be 1"
,wait EX lock 536900675859786,
,acquire lock 536900675859786,
,,wait EX lock 536901389129918
,remove lock 536900675859786 from owners,
,,acquire lock 536901389129918
,retire lock 536900675859786,
,,remove lock 536901389129918 from owners
,,retire lock 536901389129918
,,wait SH lock 536900749125596
,wait SH lock 536900894411720,
,,acquire lock 536900749125596
,acquire lock 536900894411720,
,,remove lock 536900749125596 from owners
,,retire lock 536900749125596
,remove lock 536900894411720 from owners,
,,wait EX lock 536900650608349
,retire lock 536900894411720,
,,acquire lock 536900650608349
,pre-commit: txn 26's barriers = 0,
,txn 26 set commited,
,,remove lock 536900650608349 from owners
,release lock 536900894411720 from retired,
,,retire lock 536900650608349
,release lock 536900675859786 from retired,
,,wait SH lock 536900803725548
,release lock 536901009999952 from retired,
,,acquire lock 536900803725548
,,remove lock 536900803725548 from owners
,release lock 536900708247808 from retired,
,,retire lock 536900803725548
,,wait EX lock 536900726601395
,release lock 536900819861378 from retired,
,,acquire lock 536900726601395
,release lock 536900654859423 from retired,
,,remove lock 536900726601395 from owners
,,retire lock 536900726601395
,release lock 536901011122219 from retired,
,,wait SH lock 536901077144131
,,acquire lock 536901077144131
,release lock 536900708657184 from retired,
,,remove lock 536901077144131 from owners
,,retire lock 536901077144131
,release lock 536901110246439 from retired,
,,wait EX lock 536900744539436
,,acquire lock 536900744539436
,release lock 536900736690611 from retired,
,,remove lock 536900744539436 from owners
,,retire lock 536900744539436
,release lock 536900878942970 from retired,
,release lock 536900671695390 from retired,
,release lock 536900903407586 from retired,
,release lock 536900678291222 from retired,
,release lock 536900910922891 from retired,
,release lock 536900680365661 from retired,
,release lock 536900942697275 from retired,
,release lock 536900689608597 from retired,
,release lock 536900749126631 from retired,
,release lock 536901419889710 from retired,
,release lock 536900749115690 from retired,
"txn 102 decrement barrier, now should be 0",,
txn 102 set commited,,
,start txn 29,
release lock 536901316164922 from retired,,
,,wait SH lock 536901139251572
release lock 536900749123440 from retired,,
,,acquire lock 536901139251572
,,remove lock 536901139251572 from owners
,,retire lock 536901139251572
,wait SH lock 536900749115690,
,,wait EX lock 536900685334281
,acquire lock 536900749115690,
,,acquire lock 536900685334281
,,remove lock 536900685334281 from owners
,,retire lock 536900685334281
,,wait SH lock 536900928444502
,,acquire lock 536900928444502
,remove lock 536900749115690 from owners,
,,remove lock 536900928444502 from owners
,retire lock 536900749115690,
,"txn 29 increment barrier, now should be 1",
,,retire lock 536900928444502
,wait SH lock 536900749126631,
,,wait EX lock 536900641159204
,acquire lock 536900749126631,
,remove lock 536900749126631 from owners,
,retire lock 536900749126631,
,,acquire lock 536900641159204
,wait SH lock 536901278840420,
,acquire lock 536901278840420,
,,remove lock 536900641159204 from owners
,remove lock 536901278840420 from owners,
,,retire lock 536900641159204
release lock 536900749115690 from retired,,
,,wait SH lock 536900767501569
,,acquire lock 536900767501569
,,remove lock 536900767501569 from owners
,,retire lock 536900767501569
,,wait EX lock 536900740702844
,,acquire lock 536900740702844
,,"txn 136 decrement barrier, now should be 0"
,,remove lock 536900740702844 from owners
,,retire lock 536900740702844
,,wait SH lock 536901124825952
,,acquire lock 536901124825952
,,remove lock 536901124825952 from owners
,,retire lock 536901124825952
,,pre-commit: txn 136's barriers = 0
,,txn 136 set commited
,,release lock 536901124825952 from retired
,,release lock 536900740702844 from retired
,retire lock 536901278840420,
,,release lock 536900767501569 from retired
,,release lock 536900641159204 from retired
,,release lock 536900928444502 from retired
,,release lock 536900685334281 from retired
,pre-commit: txn 29's barriers = 1,
,,release lock 536901139251572 from retired
,,release lock 536900744539436 from retired
,,release lock 536901077144131 from retired
,,release lock 536900726601395 from retired
,,release lock 536900803725548 from retired
,,release lock 536900650608349 from retired
,,release lock 536900749125596 from retired
,,release lock 536901389129918 from retired
,,release lock 536900749115690 from retired
,"txn 29 decrement barrier, now should be 0",
,txn 29 set commited,
,,start txn 139
,release lock 536901278840420 from retired,
,release lock 536900749126631 from retired,
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 139 increment barrier, now should be 1"
,,wait SH lock 536900749128487
,,acquire lock 536900749128487
,,remove lock 536900749128487 from owners
,release lock 536900749115690 from retired,
,,retire lock 536900749128487
,,"txn 139 decrement barrier, now should be 0"
,,wait SH lock 536901502250218
,,acquire lock 536901502250218
,start txn 32,
,,remove lock 536901502250218 from owners
,wound txn 139,txn 139 set abort by 32
,wound 139 on 536900749115690,139 wounded by 32
,,retire lock 536901502250218
,,removed lock 536900749115690 from retired by 32
,,pre-commit: txn 139's barriers = 0
,,txn 139 set aborted
,wait EX lock 536900749115690,
,,release lock 536901502250218 from retired
,acquire lock 536900749115690,
,remove lock 536900749115690 from owners,
,retire lock 536900749115690,
,wait EX lock 536901276217353,
,acquire lock 536901276217353,
,remove lock 536901276217353 from owners,
,retire lock 536901276217353,
,wait SH lock 536900749122391,
,acquire lock 536900749122391,
,remove lock 536900749122391 from owners,
,retire lock 536900749122391,
,wait EX lock 536900728966630,
,acquire lock 536900728966630,
,remove lock 536900728966630 from owners,
,retire lock 536900728966630,
,wait SH lock 536901084496098,
,acquire lock 536901084496098,
,remove lock 536901084496098 from owners,
,retire lock 536901084496098,
,wait EX lock 536900725481938,
,acquire lock 536900725481938,
,remove lock 536900725481938 from owners,
,retire lock 536900725481938,
,wait SH lock 536901072822922,
,acquire lock 536901072822922,
,remove lock 536901072822922 from owners,
,retire lock 536901072822922,
,wait EX lock 536900713320193,
,acquire lock 536900713320193,
,remove lock 536900713320193 from owners,
,retire lock 536900713320193,
,wait SH lock 536901027619624,
,acquire lock 536901027619624,
,remove lock 536901027619624 from owners,
,retire lock 536901027619624,
,,release lock 536900749128487 from retired
,wait EX lock 536900642173081,
,acquire lock 536900642173081,
,remove lock 536900642173081 from owners,
,retire lock 536900642173081,
,wait SH lock 536900770778297,
,acquire lock 536900770778297,
,remove lock 536900770778297 from owners,
,retire lock 536900770778297,
,wait EX lock 536900648429307,
,acquire lock 536900648429307,
,remove lock 536900648429307 from owners,
,retire lock 536900648429307,
,wait SH lock 536900795178795,
,acquire lock 536900795178795,
,remove lock 536900795178795 from owners,
,retire lock 536900795178795,
,wait EX lock 536900650299631,
,acquire lock 536900650299631,
,remove lock 536900650299631 from owners,
,retire lock 536900650299631,
,wait SH lock 536900802532990,
,acquire lock 536900802532990,
,remove lock 536900802532990 from owners,
,retire lock 536900802532990,
,wait EX lock 536900745127384,
start txn 105,,
wound txn 32,txn 32 set abort by 105,
wound 32 on 536900749115690,32 wounded by 105,
,removed lock 536900749115690 from retired by 105,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait SH lock 536900749118025,,
acquire lock 536900749118025,,
remove lock 536900749118025 from owners,,
retire lock 536900749118025,,
,acquire lock 536900745127384,
,remove lock 536900745127384 from owners,
,txn 32 set aborted,
wait SH lock 536901167820368,,
,release lock 536900802532990 from retired,
acquire lock 536901167820368,,
,release lock 536900650299631 from retired,
remove lock 536901167820368 from owners,,
,release lock 536900795178795 from retired,
retire lock 536901167820368,,
,release lock 536900648429307 from retired,
pre-commit: txn 105's barriers = 0,,
,release lock 536900770778297 from retired,
txn 105 set commited,,
,release lock 536900642173081 from retired,
,release lock 536901027619624 from retired,
release lock 536901167820368 from retired,,
,release lock 536900713320193 from retired,
release lock 536900749118025 from retired,,
,release lock 536901072822922 from retired,
,release lock 536900725481938 from retired,
release lock 536900749115690 from retired,,
,release lock 536901084496098 from retired,
start txn 108,,
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
,release lock 536900728966630 from retired,
retire lock 536900749115690,,
wait SH lock 536900749127610,,
acquire lock 536900749127610,,
,release lock 536900749122391 from retired,
remove lock 536900749127610 from owners,,
retire lock 536900749127610,,
,release lock 536901276217353 from retired,
wait SH lock 536901465246437,,
acquire lock 536901465246437,,
remove lock 536901465246437 from owners,,
retire lock 536901465246437,,
pre-commit: txn 108's barriers = 0,,
txn 108 set commited,,
release lock 536901465246437 from retired,,
release lock 536900749127610 from retired,,
release lock 536900749115690 from retired,,
start txn 111,,
,,start txn 142
wait EX lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
wait EX lock 536901159981634,,
acquire lock 536901159981634,,
remove lock 536901159981634 from owners,,
retire lock 536901159981634,,
wait SH lock 536900749118025,,
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
acquire lock 536900749118025,,
,,retire lock 536900749115690
remove lock 536900749118025 from owners,,
,,"txn 142 increment barrier, now should be 1"
retire lock 536900749118025,,
,,wait SH lock 536900749128487
,,acquire lock 536900749128487
,,remove lock 536900749128487 from owners
wait EX lock 536900736162576,,
,,retire lock 536900749128487
acquire lock 536900736162576,,
,,wait SH lock 536901502250218
remove lock 536900736162576 from owners,,
,,acquire lock 536901502250218
retire lock 536900736162576,,
,,remove lock 536901502250218 from owners
,,retire lock 536901502250218
,,pre-commit: txn 142's barriers = 1
wait SH lock 536901108296543,,
acquire lock 536901108296543,,
remove lock 536901108296543 from owners,,
retire lock 536901108296543,,
wait EX lock 536900735531176,,
acquire lock 536900735531176,,
remove lock 536900735531176 from owners,,
retire lock 536900735531176,,
wait SH lock 536901105934124,,
acquire lock 536901105934124,,
remove lock 536901105934124 from owners,,
retire lock 536901105934124,,
wait EX lock 536900708474142,,
acquire lock 536900708474142,,
remove lock 536900708474142 from owners,,
retire lock 536900708474142,,
wait SH lock 536901010597144,,
acquire lock 536901010597144,,
remove lock 536901010597144 from owners,,
retire lock 536901010597144,,
wait EX lock 536900661856202,,
acquire lock 536900661856202,,
remove lock 536900661856202 from owners,,
retire lock 536900661856202,,
wait SH lock 536900845715239,,
acquire lock 536900845715239,,
remove lock 536900845715239 from owners,,
retire lock 536900845715239,,
wait EX lock 536900640679002,,
acquire lock 536900640679002,,
remove lock 536900640679002 from owners,,
retire lock 536900640679002,,
wait SH lock 536900765926727,,
acquire lock 536900765926727,,
remove lock 536900765926727 from owners,,
retire lock 536900765926727,,
wait EX lock 536900638185408,,
acquire lock 536900638185408,,
remove lock 536900638185408 from owners,,
retire lock 536900638185408,,
wait SH lock 536900757420256,,
acquire lock 536900757420256,,
remove lock 536900757420256 from owners,,
retire lock 536900757420256,,
wait EX lock 536900703609569,,
acquire lock 536900703609569,,
remove lock 536900703609569 from owners,,
retire lock 536900703609569,,
wait SH lock 536900994106003,,
acquire lock 536900994106003,,
remove lock 536900994106003 from owners,,
retire lock 536900994106003,,
wait EX lock 536900652559347,,
acquire lock 536900652559347,,
remove lock 536900652559347 from owners,,
retire lock 536900652559347,,
wait SH lock 536900811066984,,
acquire lock 536900811066984,,
remove lock 536900811066984 from owners,,
retire lock 536900811066984,,
wait EX lock 536900743460780,,
acquire lock 536900743460780,,
remove lock 536900743460780 from owners,,
retire lock 536900743460780,,
wait SH lock 536901135107597,,
acquire lock 536901135107597,,
remove lock 536901135107597 from owners,,
retire lock 536901135107597,,
wait EX lock 536900736150408,,
acquire lock 536900736150408,,
remove lock 536900736150408 from owners,,
retire lock 536900736150408,,
wait SH lock 536901108255091,,
acquire lock 536901108255091,,
remove lock 536901108255091 from owners,,
retire lock 536901108255091,,
wait EX lock 536900698584796,,
acquire lock 536900698584796,,
remove lock 536900698584796 from owners,,
retire lock 536900698584796,,
wait SH lock 536900975590535,,
acquire lock 536900975590535,,
remove lock 536900975590535 from owners,,
retire lock 536900975590535,,
wait EX lock 536900671692002,,
acquire lock 536900671692002,,
remove lock 536900671692002 from owners,,
retire lock 536900671692002,,
wait SH lock 536900878928198,,
acquire lock 536900878928198,,
remove lock 536900878928198 from owners,,
retire lock 536900878928198,,
wait EX lock 536900689665232,,
acquire lock 536900689665232,,
remove lock 536900689665232 from owners,,
retire lock 536900689665232,,
wait SH lock 536900942894791,,
acquire lock 536900942894791,,
remove lock 536900942894791 from owners,,
retire lock 536900942894791,,
wait EX lock 536900715806984,,
acquire lock 536900715806984,,
remove lock 536900715806984 from owners,,
retire lock 536900715806984,,
wait SH lock 536901036910334,,
acquire lock 536901036910334,,
remove lock 536901036910334 from owners,,
retire lock 536901036910334,,
pre-commit: txn 111's barriers = 0,,
txn 111 set commited,,
release lock 536901036910334 from retired,,
release lock 536900715806984 from retired,,
release lock 536900942894791 from retired,,
release lock 536900689665232 from retired,,
release lock 536900878928198 from retired,,
release lock 536900671692002 from retired,,
release lock 536900975590535 from retired,,
release lock 536900698584796 from retired,,
release lock 536901108255091 from retired,,
release lock 536900736150408 from retired,,
release lock 536901135107597 from retired,,
release lock 536900743460780 from retired,,
release lock 536900811066984 from retired,,
release lock 536900652559347 from retired,,
release lock 536900994106003 from retired,,
release lock 536900703609569 from retired,,
release lock 536900757420256 from retired,,
release lock 536900638185408 from retired,,
release lock 536900765926727 from retired,,
release lock 536900640679002 from retired,,
release lock 536900845715239 from retired,,
release lock 536900661856202 from retired,,
release lock 536901010597144 from retired,,
release lock 536900708474142 from retired,,
release lock 536901105934124 from retired,,
release lock 536900735531176 from retired,,
release lock 536901108296543 from retired,,
release lock 536900736162576 from retired,,
release lock 536900749118025 from retired,,
release lock 536901159981634 from retired,,
release lock 536900749115690 from retired,,
,,"txn 142 decrement barrier, now should be 0"
,,txn 142 set commited
start txn 114,,
,,release lock 536901502250218 from retired
wait EX lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
,,release lock 536900749128487 from retired
retire lock 536900749115690,,
"txn 114 increment barrier, now should be 1",,
,,release lock 536900749115690 from retired
"txn 114 decrement barrier, now should be 0",,
wait EX lock 536901352602282,,
acquire lock 536901352602282,,
,,start txn 145
remove lock 536901352602282 from owners,,
retire lock 536901352602282,,
wait SH lock 536900749124528,,
txn 114 set abort by 145,,wound txn 114
acquire lock 536900749124528,,
114 wounded by 145,,wound 114 on 536900749115690
removed lock 536900749115690 from retired by 145,,
remove lock 536900749124528 from owners,,
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
txn 114 set aborted,,
release lock 536901352602282 from retired,,
,,retire lock 536900749115690
,,wait SH lock 536900749118025
,,acquire lock 536900749118025
,,remove lock 536900749118025 from owners
,,retire lock 536900749118025
,,wait SH lock 536901168682609
,,acquire lock 536901168682609
,,remove lock 536901168682609 from owners
,,retire lock 536901168682609
,,pre-commit: txn 145's barriers = 0
,,txn 145 set commited
,,release lock 536901168682609 from retired
,,release lock 536900749118025 from retired
,,release lock 536900749115690 from retired
,,start txn 148
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait SH lock 536900749124528
,,acquire lock 536900749124528
,,remove lock 536900749124528 from owners
,,retire lock 536900749124528
,,wait SH lock 536901351185738
,,acquire lock 536901351185738
,,remove lock 536901351185738 from owners
,,retire lock 536901351185738
,,pre-commit: txn 148's barriers = 0
,,txn 148 set commited
,,release lock 536901351185738 from retired
,,release lock 536900749124528 from retired
,,release lock 536900749115690 from retired
,,start txn 151
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait SH lock 536900749125596
,,acquire lock 536900749125596
,,remove lock 536900749125596 from owners
,,retire lock 536900749125596
,,wait SH lock 536901389606095
,,acquire lock 536901389606095
,,remove lock 536901389606095 from owners
,,retire lock 536901389606095
,,pre-commit: txn 151's barriers = 0
,,txn 151 set commited
,,release lock 536901389606095 from retired
,,release lock 536900749125596 from retired
,,release lock 536900749115690 from retired
,,start txn 154
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait SH lock 536900749122391
,,acquire lock 536900749122391
,,remove lock 536900749122391 from owners
,,retire lock 536900749122391
,,wait SH lock 536901282436721
,,acquire lock 536901282436721
,,remove lock 536901282436721 from owners
,,retire lock 536901282436721
,,pre-commit: txn 154's barriers = 0
,,txn 154 set commited
,,release lock 536901282436721 from retired
,,release lock 536900749122391 from retired
,,release lock 536900749115690 from retired
,,start txn 157
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait EX lock 536901208927246
,,acquire lock 536901208927246
,,remove lock 536901208927246 from owners
,,retire lock 536901208927246
,,wait SH lock 536900749119881
,,acquire lock 536900749119881
,,remove lock 536900749119881 from owners
,,retire lock 536900749119881
,,wait EX lock 536900680607499
,,acquire lock 536900680607499
