0,2,1
,,retire lock 536900766196923
wait EX lock 536901202677467,,
acquire lock 536901202677467,,
,,wait EX lock 536900671692002
remove lock 536901202677467 from owners,,
,,acquire lock 536900671692002
retire lock 536901202677467,,
,,remove lock 536900671692002 from owners
wait SH lock 536900749119881,,
,,retire lock 536900671692002
acquire lock 536900749119881,,
,,wait SH lock 536900878928198
,,acquire lock 536900878928198
remove lock 536900749119881 from owners,,
,,remove lock 536900878928198 from owners
retire lock 536900749119881,,
,,retire lock 536900878928198
"txn 93 increment barrier, now should be 2",,
,,wait EX lock 536900652814949
,,acquire lock 536900652814949
,,remove lock 536900652814949 from owners
,,retire lock 536900652814949
wait EX lock 536900715528989,,
,,wait SH lock 536900812030304
acquire lock 536900715528989,,
,,acquire lock 536900812030304
remove lock 536900715528989 from owners,,
retire lock 536900715528989,,
,,remove lock 536900812030304 from owners
,,retire lock 536900812030304
,,wait EX lock 536900661610872
,,acquire lock 536900661610872
,,remove lock 536900661610872 from owners
,,retire lock 536900661610872
wait SH lock 536901035851904,,
,,wait SH lock 536900844908459
acquire lock 536901035851904,,
,,acquire lock 536900844908459
remove lock 536901035851904 from owners,,
retire lock 536901035851904,,
,,remove lock 536900844908459 from owners
,,retire lock 536900844908459
wait EX lock 536900707480030,,
acquire lock 536900707480030,,
,,wait EX lock 536900695902208
remove lock 536900707480030 from owners,,
,,acquire lock 536900695902208
,,remove lock 536900695902208 from owners
,,retire lock 536900695902208
retire lock 536900707480030,,
,,wait SH lock 536900965520336
,,acquire lock 536900965520336
,,remove lock 536900965520336 from owners
wait SH lock 536901007988709,,
,,retire lock 536900965520336
acquire lock 536901007988709,,
,,wait EX lock 536900676394998
remove lock 536901007988709 from owners,,
,,acquire lock 536900676394998
retire lock 536901007988709,,
,,remove lock 536900676394998 from owners
,,retire lock 536900676394998
wait EX lock 536900677940573,,
acquire lock 536900677940573,,
remove lock 536900677940573 from owners,,
,,wait SH lock 536900896341477
retire lock 536900677940573,,
,,acquire lock 536900896341477
,,remove lock 536900896341477 from owners
wait SH lock 536900902130623,,
,,retire lock 536900896341477
acquire lock 536900902130623,,
,,pre-commit: txn 31's barriers = 0
,,txn 31 set commited
remove lock 536900902130623 from owners,,
retire lock 536900902130623,,
,,release lock 536900896341477 from retired
wait EX lock 536900702535414,,
acquire lock 536900702535414,,
,,release lock 536900676394998 from retired
remove lock 536900702535414 from owners,,
retire lock 536900702535414,,
,,release lock 536900965520336 from retired
wait SH lock 536900990083605,,
acquire lock 536900990083605,,
,,release lock 536900695902208 from retired
remove lock 536900990083605 from owners,,
retire lock 536900990083605,,
wait EX lock 536900660124074,,
,,release lock 536900844908459 from retired
acquire lock 536900660124074,,
remove lock 536900660124074 from owners,,
retire lock 536900660124074,,
wait SH lock 536900839468276,,
acquire lock 536900839468276,,
remove lock 536900839468276 from owners,,
retire lock 536900839468276,,
,,release lock 536900661610872 from retired
,,release lock 536900812030304 from retired
,,release lock 536900652814949 from retired
wait EX lock 536900745603062,,
,,release lock 536900878928198 from retired
acquire lock 536900745603062,,
remove lock 536900745603062 from owners,,
,,release lock 536900671692002 from retired
retire lock 536900745603062,,
wait SH lock 536901143391954,,
,,release lock 536900766196923 from retired
acquire lock 536901143391954,,
remove lock 536901143391954 from owners,,
retire lock 536901143391954,,
,,release lock 536900640751489 from retired
wait EX lock 536900698683816,,
,,release lock 536900805039936 from retired
acquire lock 536900698683816,,
remove lock 536900698683816 from owners,,
,,release lock 536900650960225 from retired
retire lock 536900698683816,,
wait SH lock 536900975943403,,
,,release lock 536900960359917 from retired
acquire lock 536900975943403,,
remove lock 536900975943403 from owners,,
,,release lock 536900694359225 from retired
retire lock 536900975943403,,
wait EX lock 536900694684977,,
,,release lock 536900749119881 from retired
acquire lock 536900694684977,,
"txn 93 decrement barrier, now should be 1",,
remove lock 536900694684977 from owners,,
,,release lock 536901203145405 from retired
retire lock 536900694684977,,
wait SH lock 536900961462037,,
,,release lock 536900749115690 from retired
acquire lock 536900961462037,,
"txn 93 decrement barrier, now should be 0",,
remove lock 536900961462037 from owners,,
retire lock 536900961462037,,
wait EX lock 536900729213912,,
acquire lock 536900729213912,,
,,start txn 34
remove lock 536900729213912 from owners,,
retire lock 536900729213912,,
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
wait SH lock 536901085312284,,
acquire lock 536901085312284,,
remove lock 536901085312284 from owners,,
retire lock 536901085312284,,
wait EX lock 536900698150719,,
acquire lock 536900698150719,,
remove lock 536900698150719 from owners,,
retire lock 536900698150719,,
wait SH lock 536900973955091,,
acquire lock 536900973955091,,
remove lock 536900973955091 from owners,,
retire lock 536900973955091,,
wait EX lock 536900674897498,,
acquire lock 536900674897498,,
remove lock 536900674897498 from owners,,
retire lock 536900674897498,,
wait SH lock 536900890787202,,
acquire lock 536900890787202,,
remove lock 536900890787202 from owners,,
retire lock 536900890787202,,
wait EX lock 536900661491286,,
acquire lock 536900661491286,,
remove lock 536900661491286 from owners,,
retire lock 536900661491286,,
wait SH lock 536900844557965,,
acquire lock 536900844557965,,
remove lock 536900844557965 from owners,,
retire lock 536900844557965,,
wait EX lock 536900699098118,,
acquire lock 536900699098118,,
remove lock 536900699098118 from owners,,
retire lock 536900699098118,,
wait SH lock 536900977519827,,
acquire lock 536900977519827,,
remove lock 536900977519827 from owners,,
retire lock 536900977519827,,
wait EX lock 536900671619202,,
acquire lock 536900671619202,,
remove lock 536900671619202 from owners,,
retire lock 536900671619202,,
wait SH lock 536900878661437,,
acquire lock 536900878661437,,
remove lock 536900878661437 from owners,,
retire lock 536900878661437,,
wait EX lock 536900726623688,,
acquire lock 536900726623688,,
remove lock 536900726623688 from owners,,
retire lock 536900726623688,,
wait SH lock 536901077226182,,
acquire lock 536901077226182,,
remove lock 536901077226182 from owners,,
retire lock 536901077226182,,
pre-commit: txn 93's barriers = 0,,
txn 93 set commited,,
release lock 536901077226182 from retired,,
release lock 536900726623688 from retired,,
release lock 536900878661437 from retired,,
release lock 536900671619202 from retired,,
release lock 536900977519827 from retired,,
release lock 536900699098118 from retired,,
release lock 536900844557965 from retired,,
release lock 536900661491286 from retired,,
release lock 536900890787202 from retired,,
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,"txn 34 increment barrier, now should be 1"
,,wait SH lock 536900749126631
,,acquire lock 536900749126631
,,remove lock 536900749126631 from owners
,,retire lock 536900749126631
,,wait SH lock 536901421246475
,,acquire lock 536901421246475
,,remove lock 536901421246475 from owners
,,retire lock 536901421246475
,,pre-commit: txn 34's barriers = 1
,start txn 17,
,wound txn 34,txn 34 set abort by 17
,,txn 34 set aborted
,wound 34 on 536900749115690,34 wounded by 17
,,removed lock 536900749115690 from retired by 17
,wait EX lock 536900749115690,
,acquire lock 536900749115690,
,remove lock 536900749115690 from owners,
,,release lock 536901421246475 from retired
,retire lock 536900749115690,
,,release lock 536900749126631 from retired
release lock 536900674897498 from retired,,
release lock 536900973955091 from retired,,
release lock 536900698150719 from retired,,
,"txn 17 increment barrier, now should be 1",
release lock 536901085312284 from retired,,
release lock 536900729213912 from retired,,
release lock 536900961462037 from retired,,
,wait EX lock 536901419883849,
,acquire lock 536901419883849,
,remove lock 536901419883849 from owners,
,retire lock 536901419883849,
,wait SH lock 536900749126631,
,acquire lock 536900749126631,
release lock 536900694684977 from retired,,
,remove lock 536900749126631 from owners,
,retire lock 536900749126631,
release lock 536900975943403 from retired,,
,wait EX lock 536900736692254,
,acquire lock 536900736692254,
release lock 536900698683816 from retired,,
,remove lock 536900736692254 from owners,
,retire lock 536900736692254,
release lock 536901143391954 from retired,,
,wait SH lock 536901110256523,
,acquire lock 536901110256523,
,remove lock 536901110256523 from owners,
,retire lock 536901110256523,
release lock 536900745603062 from retired,,
release lock 536900839468276 from retired,,
release lock 536900660124074 from retired,,
release lock 536900990083605 from retired,,
release lock 536900702535414 from retired,,
release lock 536900902130623 from retired,,
release lock 536900677940573 from retired,,
release lock 536901007988709 from retired,,
release lock 536900707480030 from retired,,
release lock 536901035851904 from retired,,
release lock 536900715528989 from retired,,
release lock 536900749119881 from retired,,
release lock 536901202677467 from retired,,
release lock 536900749115690 from retired,,
,"txn 17 decrement barrier, now should be 0",
start txn 96,,
wait SH lock 536900749115690,,
,wait EX lock 536900669876681,
,,start txn 37
,acquire lock 536900669876681,
,remove lock 536900669876681 from owners,
acquire lock 536900749115690,,
,retire lock 536900669876681,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
"txn 96 increment barrier, now should be 1",,
,wait SH lock 536900872240790,
wait SH lock 536900749128487,,
acquire lock 536900749128487,,
,acquire lock 536900872240790,
remove lock 536900749128487 from owners,,
retire lock 536900749128487,,
,remove lock 536900872240790 from owners,
,retire lock 536900872240790,
wait SH lock 536901505307642,,
acquire lock 536901505307642,,
,wait EX lock 536900661862142,
,acquire lock 536900661862142,
remove lock 536901505307642 from owners,,
,remove lock 536900661862142 from owners,
retire lock 536901505307642,,
,retire lock 536900661862142,
pre-commit: txn 96's barriers = 1,,
,wait SH lock 536900845734727,
,acquire lock 536900845734727,
,remove lock 536900845734727 from owners,
,retire lock 536900845734727,
,wait EX lock 536900699176516,
,acquire lock 536900699176516,
,remove lock 536900699176516 from owners,
,retire lock 536900699176516,
,wait SH lock 536900977822811,
,acquire lock 536900977822811,
,remove lock 536900977822811 from owners,
,retire lock 536900977822811,
,wait EX lock 536900652786195,
,acquire lock 536900652786195,
,remove lock 536900652786195 from owners,
,retire lock 536900652786195,
,wait SH lock 536900811906586,
,acquire lock 536900811906586,
,remove lock 536900811906586 from owners,
,retire lock 536900811906586,
,wait EX lock 536900686430072,
,acquire lock 536900686430072,
,remove lock 536900686430072 from owners,
,retire lock 536900686430072,
,wait SH lock 536900931491173,
,acquire lock 536900931491173,
,remove lock 536900931491173 from owners,
,retire lock 536900931491173,
,wait EX lock 536900738950977,
,acquire lock 536900738950977,
,remove lock 536900738950977 from owners,
,retire lock 536900738950977,
,wait SH lock 536901118612088,
,acquire lock 536901118612088,
,remove lock 536901118612088 from owners,
,retire lock 536901118612088,
,pre-commit: txn 17's barriers = 0,
,txn 17 set commited,
,release lock 536901118612088 from retired,
,release lock 536900738950977 from retired,
,release lock 536900931491173 from retired,
,release lock 536900686430072 from retired,
,release lock 536900811906586 from retired,
,release lock 536900652786195 from retired,
,release lock 536900977822811 from retired,
,release lock 536900699176516 from retired,
,release lock 536900845734727 from retired,
