ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,4,true,YCSB,false,0, 231148, 0, 0, 60055,0,0,0,0, 72152, 0, 28.6954,55458.7, 4.80214, 0.330704, 0, 0, 0, 1.09853, 4.16233, 17.9045, 0, 0, 0, 0, 22265032, 3.47054, 397852, 0, 164664
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,8,true,YCSB,false,0, 1067325, 0, 0, 94540,0,0,0,0, 143808, 0, 114.627,55648.3, 39.2454, 0.764596, 0, 0, 0, 2.23202, 8.3329, 82.3471, 0, 0, 0, 0, 56098435, 17.2418, 797352, 0, 547474
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 3776035, 0, 0, 130211,0,0,0,0, 246014, 0, 392.424,65060.6, 184.644, 1.54824, 0, 0, 0, 2.84812, 14.3118, 291.57, 0, 0, 0, 0, 134156556, 73.7361, 1595708, 0, 1365147
50000,0,true,WAIT_DIE,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,32,true,YCSB,false,0, 13446376, 0, 0, 225688,0,0,0,0, 480361, 0, 1530.76,66649.7, 811.205, 3.4514, 0, 0, 0, 4.71717, 28.2385, 1046.96, 0, 0, 0, 0, 299108985, 425.832, 3188278, 0, 3019198
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,1,true,YCSB,false,0, 0, 0, 0, 18244,0,0,0,0, 18244, 0, 1.82449,54809.7, 0, 0.0678298, 0, 0, 0, 0.326995, 1.10106, 0.00307335, 0, 0, 0, 0, 0, 0, 100000, 0, 0
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,2,true,YCSB,false,0, 57895, 0, 0, 23351,0,0,0,0, 46075, 0, 8.99456,43421.8, 4.43443, 0.142149, 0, 0, 0, 0.911661, 2.5618, 4.47785, 0, 0, 0, 0, 0, 0, 195280, 0, 0
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,4,true,YCSB,false,0, 273373, 0, 0, 20038,0,0,0,0, 76399, 0, 28.2715,52373.8, 20.8537, 0.269011, 0, 0, 0, 1.20963, 3.93541, 21.0923, 0, 0, 0, 0, 0, 0, 370171, 0, 0
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,8,true,YCSB,false,0, 1077750, 0, 0, 18795,0,0,0,0, 131052, 0, 95.483,61071.9, 81.7823, 0.561923, 0, 0, 0, 1.53707, 6.7493, 83.1847, 0, 0, 0, 0, 0, 0, 728916, 0, 0
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 4347988, 0, 0, 20827,0,0,0,0, 237803, 0, 360.096,67309.5, 328.545, 1.21146, 0, 0, 0, 2.38399, 12.4044, 335.66, 0, 0, 0, 0, 0, 0, 1514869, 0, 0
50000,0,true,NO_WAIT,false,false,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,TOP,1,16,true,WR,0,true,10000000,32,true,YCSB,false,0, 18363074, 0, 0, 25637,0,0,0,0, 446622, 0, 1346.9,71690.3, 1269.54, 2.65835, 0, 0, 0, 3.67692, 22.7859, 1293.87, 0, 0, 0, 0, 0, 0, 3017489, 0, 0
