ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,0.75,true,10000000,16,true,YCSB,false,0, 0, 0, 30510,0,0,0,0, 30510, 48.0151,524409, 0, 11.4672, 6.9982, 0.902283, 12.2519, 2.16489, 28.4708, 0.0340315, 0.608987, 2.83601, 0.370178, 1.59872, 0, 6.45569, 1573723, 0, 1442719
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_MCSLOCK,100000,1,SPECIFIED,1,16,true,WR,1,true,10000000,16,true,YCSB,false,0, 0, 0, 32612,0,0,0,0, 32612, 51.1662,490610, 0, 6.01411, 1.03353, 1.04154, 12.6412, 2.931, 23.8266, 0.0358867, 0.659601, 3.29236, 0.370156, 1.8383, 0, 12.5617, 1568915, 0, 1444392
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 1, 0, 303389,0,0,0,0, 303389, 485.421,52737.4, 0.000349677, 2.22763, 0, 0.953909, 10.6623, 4.86972, 19.6382, 0.0488262, 0.377491, 1.08188, 0, 0, 207856715, 451.362, 1599990, 0, 1599989
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0.25,true,10000000,16,true,YCSB,false,0, 1, 0, 231449,0,0,0,0, 231450, 370.317,69129.4, 0.000272454, 2.25746, 0, 0.931202, 10.5831, 4.21782, 18.8526, 0.0407664, 0.293022, 1.08357, 0, 0, 167037802, 337.762, 1599985, 0, 1599984
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0.5,true,10000000,16,true,YCSB,false,0, 11, 0, 157598,0,0,0,0, 157602, 252.147,101521, 0.00578285, 2.47367, 0, 1.23176, 10.8981, 4.43721, 19.9568, 0.0440734, 0.363279, 1.26708, 0, 0, 201567783, 218.131, 1599894, 0, 1599893
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0.75,true,10000000,16,true,YCSB,false,0, 282, 0, 79510,0,0,0,0, 79528, 127.207,201185, 0.0295824, 2.82434, 0, 1.46076, 11.2638, 4.21825, 20.4392, 0.073941, 0.452457, 1.55069, 0, 0, 195920237, 92.168, 1599508, 0, 1599507
50000,0,true,WOUND_WAIT,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,1,true,10000000,16,true,YCSB,false,0, 120996, 0, 22709,0,0,0,0, 24268, 36.3144,659313, 2.33139, 1.86331, 0, 0.388806, 10.6706, 2.06749, 14.5072, 9.35239, 0.270707, 1.01749, 0, 0, 156024060, 0.429002, 1496409, 0, 242098
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0,true,10000000,16,true,YCSB,false,0, 0, 0, 43173,0,0,0,0, 43173, 68.7468,370594, 0, 35.048, 31.2726, 1.46808, 11.9391, 3.63592, 53.23, 0.0496094, 0.811654, 2.35586, 0.279464, 0.994546, 0, 0.960563, 1592322, 0, 538895
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0.25,true,10000000,16,true,YCSB,false,0, 0, 0, 36603,0,0,0,0, 36603, 58.264,437113, 0, 28.175, 24.407, 1.38958, 11.3304, 1.95997, 43.969, 0.0486291, 0.855626, 2.299, 0.27542, 1.09295, 0, 1.87046, 1591748, 0, 710947
50000,0,true,BAMBOO,false,true,true,true,WR,1,0,false,LH_SPINLOCK,100000,1,SPECIFIED,1,16,true,WR,0.5,true,10000000,16,true,YCSB,false,0, 0, 0, 39841,0,0,0,0, 39841, 63.3804,401588, 0, 21.8564, 17.621, 1.33938, 13.5168, 3.21048, 40.8677, 0.0466369, 0.795008, 2.81679, 0.388014, 1.72023, 0, 7.39779, 1590802, 0, 1163423
