ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_BENCHMARK,DEBUG_PROFILING,DEBUG_TMP,DELAY_ACQUIRE,DELAY_THRESHOLD,DYNAMIC_TS,MAX_TXN_PER_PART,NUM_WH,PERC_PAYMENT,REORDER_WH,RETIRE_ON,SPINLOCK,THREAD_CNT,WORKLOAD,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
0,CLV,1,false,true,false,0,4,true,100000,8,0.5,false,true,true,1,TPCC,0,0,0,0.138201,0.000000,0.000000,0.000000,0.000000,0.000000,0.020629,0.017562,0.001107,0.000000,0.000000,0.000000,0.000007,0.703894,142066.921180,0.000000,0.082243,0.055503,0.327917,0.002097,0.000000,0.000000,100000
0,CLV,1,false,true,false,0,4,true,100000,16,0.5,false,true,true,1,TPCC,0,0,0,0.117244,0.000000,0.000000,0.000000,0.000000,0.000000,0.022440,0.019203,0.001213,0.000000,0.000000,0.000000,0.000008,0.787812,126933.768208,0.000000,0.087826,0.084059,0.318618,0.002298,0.000000,0.000000,100000
0,CLV,1,false,true,false,0,4,true,100000,1,0.5,false,true,true,2,TPCC,641,0,0,0.559453,0.000000,0.000000,0.080238,0.179214,0.042238,0.133962,0.099542,0.527532,0.000000,0.000000,0.000000,0.000014,2.761086,144400.404570,0.004346,0.868224,0.101910,1.815944,0.004634,0.000000,0.002561,199351
0,CLV,1,false,true,false,0,4,true,100000,2,0.5,false,true,true,2,TPCC,0,0,0,0.452461,0.000000,0.000000,0.000016,0.000525,0.000199,0.067628,0.034867,0.002121,0.000000,0.000000,0.000000,0.000007,1.487643,266761.643777,0.000000,0.195243,0.063797,0.825582,0.003915,0.000000,0.000091,198423
0,CLV,1,false,true,false,0,4,true,100000,4,0.5,false,true,true,2,TPCC,0,0,0,0.456222,0.000000,0.000000,0.000002,0.000016,0.000009,0.067976,0.035033,0.002142,0.000000,0.000000,0.000000,0.000007,1.467143,272477.862269,0.000000,0.196289,0.066364,0.777924,0.003944,0.000000,0.000002,199882
0,CLV,1,false,true,false,0,4,true,100000,8,0.5,false,true,true,2,TPCC,0,0,0,0.447265,0.000000,0.000000,0.000005,0.000157,0.000060,0.067648,0.034808,0.002124,0.000000,0.000000,0.000000,0.000008,1.526100,254912.527961,0.000000,0.193297,0.073752,0.783283,0.003889,0.000000,0.000013,194511
0,CLV,1,false,true,false,0,4,true,100000,16,0.5,false,true,true,2,TPCC,0,0,0,0.502907,0.000000,0.000000,0.000003,0.000005,0.000003,0.072027,0.036837,0.002234,0.000000,0.000000,0.000000,0.000011,2.147721,184037.864671,0.000000,0.207446,0.237118,1.023918,0.004144,0.000000,0.000057,197631
0,CLV,1,false,true,false,0,4,true,100000,1,0.5,false,true,true,4,TPCC,4097,0,0,1.269803,0.000000,0.000000,0.228980,0.487451,0.124184,0.377772,0.272722,2.448412,0.000000,0.000000,0.000000,0.000019,7.666714,207025.333618,0.039475,3.341319,0.220112,5.508409,0.010251,0.000000,0.029530,396801
0,CLV,1,false,true,false,0,4,true,100000,2,0.5,false,true,true,4,TPCC,1694,0,0,0.915078,0.000000,0.000000,0.114165,0.262967,0.074680,0.207099,0.136403,0.844468,0.000000,0.000000,0.000000,0.000012,4.369512,337665.198329,0.007048,1.363905,0.189903,2.749927,0.008778,0.000000,0.003948,368858
0,CLV,1,false,true,false,0,4,true,100000,4,0.5,false,true,true,4,TPCC,0,0,0,0.919696,0.000000,0.000000,0.000039,0.003333,0.001041,0.143798,0.070058,0.004206,0.000000,0.000000,0.000000,0.000008,3.062246,512456.614457,0.000000,0.400994,0.136685,1.572166,0.007736,0.000000,0.000174,392317
0,CLV,1,false,true,false,0,4,true,100000,8,0.5,false,true,true,4,TPCC,0,0,0,1.020424,0.000000,0.000000,0.000020,0.000820,0.000255,0.137486,0.070331,0.004220,0.000000,0.000000,0.000000,0.000009,3.296944,468443.573950,0.000000,0.434167,0.162000,1.737528,0.007810,0.000000,0.000051,386108
0,CLV,1,false,true,false,0,4,true,100000,16,0.5,false,true,true,4,TPCC,0,0,0,1.040767,0.000000,0.000000,0.000011,0.000487,0.000203,0.147934,0.077453,0.004556,0.000000,0.000000,0.000000,0.000011,4.250008,348530.132374,0.000000,0.441107,0.429175,2.167648,0.008605,0.000000,0.000009,370314
0,CLV,1,false,true,false,0,4,true,100000,1,0.5,false,true,true,8,TPCC,28885,0,0,2.913533,0.000000,0.000000,0.678178,1.166987,0.275139,1.080018,0.695467,8.459056,0.000000,0.000000,0.000000,0.000025,20.560156,309956.404728,0.412451,10.747510,0.410789,15.679703,0.022483,0.000000,0.198780,796594
0,CLV,1,false,true,false,0,4,true,100000,2,0.5,false,true,true,8,TPCC,11418,0,0,2.406704,0.000000,0.000000,0.392759,0.799360,0.223300,0.651807,0.445381,4.829713,0.000000,0.000000,0.000000,0.000020,14.860174,406336.025941,0.088299,6.364861,0.431832,10.681904,0.020243,0.000000,0.043956,754778
0,CLV,1,false,true,false,0,4,true,100000,4,0.5,false,true,true,8,TPCC,4092,0,0,2.008993,0.000000,0.000000,0.237209,0.599634,0.158594,0.461807,0.300721,1.894661,0.000000,0.000000,0.000000,0.000014,10.007266,584770.288950,0.018870,3.014285,0.398022,6.118875,0.019700,0.000000,0.008550,731494
0,CLV,1,false,true,false,0,4,true,100000,8,0.5,false,true,true,8,TPCC,0,0,0,1.932170,0.000000,0.000000,0.000049,0.006589,0.001679,0.284727,0.141249,0.008431,0.000000,0.000000,0.000000,0.000009,6.581386,915218.723025,0.000000,0.809738,0.340040,3.353730,0.015565,0.000000,0.000249,752926
0,CLV,1,false,true,false,0,4,true,100000,16,0.5,false,true,true,8,TPCC,0,0,0,2.247940,0.000000,0.000000,0.000036,0.002690,0.000721,0.295602,0.164227,0.008898,0.000000,0.000000,0.000000,0.000013,9.201666,623711.426228,0.000000,0.979266,1.032690,4.809367,0.016920,0.000000,0.000192,717398
0,CLV,1,false,true,false,0,4,true,100000,1,0.5,false,true,true,16,TPCC,133191,0,0,8.449634,0.000000,0.000000,2.229620,4.053107,0.714749,4.897994,1.712033,41.015541,0.000000,0.000000,0.000000,0.000047,78.437317,325007.139733,3.331930,48.649636,0.698280,60.360762,0.049869,0.000000,4.663002,1593293
0,CLV,1,false,true,false,0,4,true,100000,2,0.5,false,true,true,16,TPCC,62888,0,0,5.495552,0.000000,0.000000,1.222861,2.088978,0.522112,1.919055,1.270652,17.032161,0.000000,0.000000,0.000000,0.000025,40.557582,622204.348619,0.745813,21.176529,0.866220,30.700176,0.045214,0.000000,0.331349,1577194
