BB_ALWAYS_RETIRE_READ,cycle_detect,cascading_abort_times,time_abort,time_get_cs,PF_CS,MAX_TXN_PER_PART,MAX_RUNTIME,deadlock_cnt,user_abort_cnt,BB_PRECOMMIT,max_abort_length,COMPILE_ONLY,txn_cnt_long,time_index,ZIPF_THETA,LATCH,time_semaphore_cs,ABORT_PENALTY,CC_ALG,OUTPUT_TO_FILE,latency,time_cleanup,LONG_TXN_RATIO,TERMINATE_BY_COUNT,BB_AUTORETIRE,txn_cnt,READ_PERC,time_man,SYNTH_TABLE_SIZE,BB_LAST_RETIRE,time_release_cs,WW_STARV_FREE,time_wait,EXEC_ONLY,MAX_ROW_PER_TXN,UNSET_NUMA,time_copy,PF_BASIC,REQ_PER_QUERY,PF_ABORT,THREAD_CNT,BB_OPT_RAW,dl_wait_time,NDEBUG,time_get_latch,WORKLOAD,run_time,dl_detect_time,time_release_latch,time_query,wait_cnt,time_retire_latch,BB_DYNAMIC_TS,abort_cnt_long,commit_latency,abort_cnt,time_commit,abort_length,throughput,time_retire_cs,SYNTHETIC_YCSB,time_ts_alloc
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.30666,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 11976, 0.102179,0,true,false, 1000000,0.5, 3.74311,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.9761,0, 0, 0.0196836, 0, 0,true, 0, 11976, 0, 0, 0,83499.4, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.299572,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 11837, 0.100718,0,true,false, 1000000,0.5, 3.73462,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,1,true,0,true, 0,YCSB, 11.8372,0, 0, 0.0194245, 0, 0,true, 0, 11837, 0, 0, 0,84479.2, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.889458,0,LH_MCSLOCK, 0,50000,BAMBOO,true, 15933, 0.77061,0,true,false, 1992449,0.5, 17.9066,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 31.7476,0, 0, 0.0386691, 0, 0,true, 0, 15933, 0, 0.0228811, 0,125518, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.881202,0,LH_MCSLOCK, 0,50000,BAMBOO,true, 15709, 0.755443,0,true,false, 1990858,0.5, 17.6701,10000000,0, 0,false, 1.174e-06,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 31.276,0, 0, 0.0378633, 1, 0,true, 0, 15709, 0, 0.0224395, 0,127309, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.870632,0,LH_MCSLOCK, 0,50000,BAMBOO,true, 15703, 0.753021,0,true,false, 1994218,0.5, 17.7026,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 31.3168,0, 0, 0.0377986, 0, 0,true, 0, 15703, 0, 0.0223697, 0,127358, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.840068,0,LH_MCSLOCK, 0,50000,BAMBOO,true, 15398, 0.689199,0,true,false, 1989880,0.5, 17.3748,10000000,0, 0,false, 1.068e-06,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 30.6406,0, 0, 0.0346147, 1, 0,true, 0, 15398, 0, 0.0204515, 0,129885, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.839879,0,LH_MCSLOCK, 0,50000,BAMBOO,true, 15471, 0.691978,0,true,false, 1998626,0.5, 17.5231,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 30.9211,0, 0, 0.0347365, 0, 0,true, 0, 15471, 0, 0.0205268, 0,129273, 0,false, 0
true,0, 0, 0.00014436, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.640279,0,LH_MCSLOCK, 0,50000,SILO,true, 14266, 1.18019,0,true,false, 1988310,0.5, 10.2621,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.3658,0, 0, 0.0363298, 0, 0,true, 0, 14266, 10, 0, 0,140191, 0,false, 0
true,0, 0, 0.000187662, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.630098,0,LH_MCSLOCK, 0,50000,SILO,true, 14237, 1.19973,0,true,false, 1992118,0.5, 10.4565,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.363,0, 0, 0.0366972, 0, 0,true, 0, 14237, 13, 0, 0,140473, 0,false, 0
true,0, 0, 0.000160114, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.634168,0,LH_MCSLOCK, 0,50000,SILO,true, 14232, 1.17946,0,true,false, 1998575,0.5, 10.2716,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.4447,0, 0, 0.036522, 0, 0,true, 0, 14232, 11, 0, 0,140523, 0,false, 0
true,0, 0, 0.000196414, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.635519,0,LH_MCSLOCK, 0,50000,SILO,true, 14241, 1.20416,0,true,false, 1996368,0.5, 10.2817,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.4322,0, 0, 0.0367119, 0, 0,true, 0, 14241, 14, 0, 0,140430, 0,false, 0
true,0, 0, 0.000129522, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.630419,0,LH_MCSLOCK, 0,50000,SILO,true, 14252, 1.1855,0,true,false, 1990191,0.5, 10.3784,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.3648,0, 0, 0.0361614, 0, 0,true, 0, 14252, 9, 0, 0,140328, 0,false, 0
true,0, 0, 2.3278e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.689474,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 14093, 0.611405,0,true,false, 1986007,0.5, 14.8692,10000000,0, 0,false, 3.2826e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 27.9889,0, 0, 0.0361657, 14, 0,true, 0, 14093, 3, 0, 0,141914, 0,false, 330603540
true,0, 0, 2.8934e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.691157,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 14092, 0.612689,0,true,false, 1988616,0.5, 14.9299,10000000,0, 0,false, 3.0362e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.0236,0, 0, 0.0362976, 9, 0,true, 0, 14092, 4, 0, 0,141924, 0,false, 283252974
true,0, 0, 5.6218e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.691193,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 14151, 0.614368,0,true,false, 1995375,0.5, 15.0081,10000000,0, 0,false, 3.812e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.2367,0, 0, 0.0365727, 9, 0,true, 0, 14151, 5, 0, 0,141332, 0,false, 335666726
true,0, 0, 7.896e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.706545,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 14139, 0.611295,0,true,false, 1989074,0.5, 14.9416,10000000,0, 0,false, 5.7896e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.1247,0, 0, 0.03651, 17, 0,true, 0, 14139, 9, 0, 0,141447, 0,false, 322361442
true,0, 0, 8.547e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.689744,0,LH_MCSLOCK, 0,50000,WOUND_WAIT,true, 16287, 0.611776,0,true,false, 1989302,0.5, 19.2261,10000000,0, 0,false, 2.9428e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 32.4015,0, 0, 0.0365829, 9, 0,true, 0, 16287, 8, 0, 0,122791, 0,false, 346494864
true,0, 0, 5.2302e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.650824,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 14302, 0.523991,0,true,false, 1989229,0.5, 15.0875,10000000,0, 0,false, 5.9408e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.4508,0, 0, 0.36355, 8, 0,true, 0, 14302, 9, 0, 0,139837, 0,false, 313982846
true,0, 0, 0.000104164, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.653658,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 14274, 0.524511,0,true,false, 1985717,0.5, 15.0059,10000000,0, 0,false, 4.904e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.3456,0, 0, 0.380317, 7, 0,true, 0, 14274, 14, 0, 0,140108, 0,false, 330124114
true,0, 0, 2.5564e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.651573,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 14247, 0.523645,0,true,false, 1986785,0.5, 15.0094,10000000,0, 0,false, 3.608e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.3076,0, 0, 0.35297, 5, 0,true, 0, 14247, 7, 0, 0,140371, 0,false, 303462452
true,0, 0, 9.9728e-05, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.656901,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 14313, 0.526736,0,true,false, 1991815,0.5, 15.1033,10000000,0, 0,false, 4.0906e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.5101,0, 0, 0.394157, 7, 0,true, 0, 14313, 17, 0, 0,139727, 0,false, 343679302
true,0, 0, 0.00012558, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.651634,0,LH_MCSLOCK, 0,50000,WAIT_DIE,true, 14274, 0.52382,0,true,false, 1987925,0.5, 15.0598,10000000,0, 0,false, 5.8644e-05,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 28.3759,0, 0, 0.347174, 8, 0,true, 0, 14274, 19, 0, 0,140113, 0,false, 296827134
true,0, 0, 0.000170788, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.612933,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 13880, 0.523925,0,true,false, 1988791,0.5, 14.8153,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 27.6045,0, 0, 0.036794, 0, 0,true, 0, 13879, 20, 0, 0,144092, 0,false, 0
true,0, 0, 0.000109428, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.61647,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 13933, 0.524854,0,true,false, 1988983,0.5, 14.8665,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 27.7135,0, 0, 0.0363977, 0, 0,true, 0, 13933, 16, 0, 0,143539, 0,false, 0
true,0, 0, 0.00024875, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.615949,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 13994, 0.525426,0,true,false, 1996160,0.5, 14.9848,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 27.935,0, 0, 0.0377423, 0, 0,true, 0, 13994, 32, 0, 0,142914, 0,false, 0
true,0, 0, 0.000117794, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.618225,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 14007, 0.524753,0,true,false, 1990550,0.5, 14.9661,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 27.8822,0, 0, 0.0364331, 0, 0,true, 0, 14007, 16, 0, 0,142783, 0,false, 0
true,0, 0, 0.000195476, 0,false,1000000,10,0, 0,false, 0,false, 0, 0.617208,0,LH_MCSLOCK, 0,50000,NO_WAIT,true, 13958, 0.526292,0,true,false, 1998629,0.5, 14.9785,10000000,0, 0,false, 0,true,1000,false, 0,true,16,false,2,true,0,true, 0,YCSB, 27.8978,0, 0, 0.0371057, 0, 0,true, 0, 13958, 24, 0, 0,143282, 0,false, 0
true,0, 0, 0, 0,false,1000000,10,0, 0,false, 0,false, 0, 1.26641,0,LH_MCSLOCK, 0,50000,BAMBOO,true, 14503, 1.40209,0,true,false, 3976731,0.5, 31.222,10000000,0, 0,false, 2.308e-06,true,1000,false, 0,true,16,false,4,true,0,true, 0,YCSB, 57.6756,0, 0, 0.0692366, 2, 0,true, 0, 14503, 0, 0.0417284, 0,275800, 0,false, 0
