ABORT_PENALTY,CC_ALG,CLV_RETIRE_OFF,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,FLIP_RATIO,KEY_ORDER,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_READ,SPECIFIED_RATIO,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug11,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,32,YCSB,false,0.5,8,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.448892,-nan,0.000000,0.000000,0.000026,76.731550,1254417.615570,0.000393,2.445297,8.816224,46.363388,0.040609,0.000000,0.000126,3007919
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001082,-nan,0.000000,0.000000,0.000020,2.015856,49606.713289,0.000000,0.035625,0.313146,1.169713,0.001051,0.000000,0.000000,100000
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002296,-nan,0.000000,0.000000,0.000047,8.841286,42999.402463,0.000000,0.118010,1.671785,5.910598,0.002276,0.000000,0.000000,190085
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004338,-nan,0.000000,0.000000,0.000034,12.282059,118854.659988,0.000000,0.227898,1.947435,7.886978,0.006384,0.000000,0.000000,364945
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009721,-nan,0.000000,0.000000,0.000022,17.003044,361541.857271,0.000000,0.459713,1.889470,10.082141,0.009588,0.000000,0.000003,768414
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,16,YCSB,false,0.5,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020455,-nan,0.000000,0.000000,0.000018,27.539752,899789.655477,0.000012,0.871500,2.475023,16.020773,0.018623,0.000000,0.000008,1548749
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,32,YCSB,false,0.5,2,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067475,-nan,0.000000,0.000000,0.000022,65.838393,1452520.012588,0.000033,2.257673,5.547419,39.699187,0.036320,0.000000,0.000042,2988487
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001088,-nan,0.000000,0.000000,0.000019,1.947155,51356.970251,0.000000,0.035426,0.312913,0.978308,0.001057,0.000000,0.000000,100000
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002242,-nan,0.000000,0.000000,0.000041,8.105701,48456.262665,0.000000,0.107410,1.409946,5.346254,0.002191,0.000000,0.000000,196386
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004441,-nan,0.000000,0.000000,0.000033,12.581045,120268.862456,0.000000,0.195293,2.095347,8.007597,0.006971,0.000000,0.000000,378277
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008976,-nan,0.000000,0.000000,0.000022,16.870191,364579.630210,0.000000,0.378796,2.005052,10.162317,0.008903,0.000000,0.000001,768816
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,16,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017311,-nan,0.000000,0.000000,0.000017,24.946538,963403.596433,0.000000,0.702979,1.933479,14.861219,0.016999,0.000000,0.000004,1502099
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,32,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050981,-nan,0.000000,0.000000,0.000013,41.843766,2387126.602989,0.000000,2.203336,1.959505,23.689601,0.033360,0.000000,0.000005,3121449
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001079,-nan,0.000000,0.000000,0.000014,1.394614,71704.431437,0.000000,0.034823,0.248772,0.787141,0.001088,0.000000,0.000000,100000
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.9,970,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110651,-nan,0.000000,0.000000,0.000026,5.195858,75219.913297,0.021951,0.266531,0.857768,3.251044,0.077864,0.000000,0.000106,195416
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.9,12629,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.545324,-nan,0.000000,0.000000,0.000030,11.827584,131024.217492,0.368734,0.896454,1.668397,6.954822,0.985299,0.000000,0.000592,387425
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.9,68739,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.908688,-nan,0.000000,0.000000,0.000023,19.338241,321723.165416,1.458118,1.605658,1.430179,8.383106,5.320433,0.000000,0.002538,777695
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001081,-nan,0.000000,0.000000,0.000014,1.355433,73777.185662,0.000000,0.034344,0.247318,0.749974,0.001074,0.000000,0.000000,100000
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.9,540,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052301,-nan,0.000000,0.000000,0.000024,4.735037,83790.262437,0.012319,0.226548,0.784356,2.987306,0.045846,0.000000,0.000068,198375
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.5,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.9,8772,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.470366,-nan,0.000000,0.000000,0.000029,11.627614,135968.736547,0.257941,0.865030,1.871347,7.013252,0.688233,0.000000,0.000393,395248
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.9,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001092,-nan,0.000000,0.000000,0.000013,1.303335,76726.259489,0.000000,0.034580,0.244823,0.612086,0.001075,0.000000,0.000000,100000
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.9,37,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022681,-nan,0.000000,0.000000,0.000030,5.693929,67775.691048,0.000850,0.181739,1.116456,3.649366,0.004990,0.000000,0.000007,192955
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.9,713,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.167511,-nan,0.000000,0.000000,0.000024,9.525255,163972.100262,0.014776,0.549028,1.556431,6.085070,0.061977,0.000000,0.000098,390469
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.9,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.9,6275,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.646949,-nan,0.000000,0.000000,0.000023,17.702748,341259.104116,0.121003,1.492933,2.354407,11.525413,0.497586,0.000000,0.000937,755153
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,1,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001078,-nan,0.000000,0.000000,0.000021,2.072354,48254.306464,0.000000,0.036029,0.317778,1.230107,0.001067,0.000000,0.000000,100000
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,2,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002180,-nan,0.000000,0.000000,0.000047,8.882436,42660.820852,0.000000,0.097877,1.763600,5.772402,0.002217,0.000000,0.000000,189466
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,4,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004723,-nan,0.000000,0.000000,0.000032,12.280789,123979.659798,0.000000,0.201209,1.826373,7.674716,0.007398,0.000000,0.000002,380642
50000,CLV,false,0,true,false,true,WR,0,false,100000,0,SPECIFIED,0.1,16,false,0.1,true,false,1024*1024*10,8,YCSB,false,0.5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013918,-nan,0.000000,0.000000,0.000025,19.056108,321977.181218,0.000000,0.393013,2.344062,11.603375,0.009297,0.000000,0.000005,766954
